Name,Abbr Name,ISSN,EISSN,JIF,JIF5Years,Domain,Area,Rank,Normalized Journal,Journal_Abbreviation,Acronym_Candidate
Fudan Journal of the Humanities and Social Sciences,FUDAN J HUM SOC SCI,1674-0750,2198-2600,2.3,1.6,"SOCIAL SCIENCES, INTERDISCIPLINARY",Q1,43/263,fudan journal of the humanities and social sciences,,
VETERINARY JOURNAL,VET J,1090-0233,1532-2971,2.3,2.7,VETERINARY SCIENCES,Q1,28/167,veterinary journal,,
Allergy & Rhinology,ALLERGY RHINOL,2152-6567,2152-6567,2.3,1.8,OTORHINOLARYNGOLOGY,Q1,14/65,allergy and rhinology,,
DENTAL TRAUMATOLOGY,DENT TRAUMATOL,1600-4469,1600-9657,2.3,3.5,"DENTISTRY, ORAL SURGERY & MEDICINE",Q2,48/157,dental traumatology,,
Journal of School Violence,J SCH VIOLENCE,1538-8220,1538-8239,2.3,2.7,"PSYCHOLOGY, EDUCATIONAL",Q2,31/74,journal of school violence,,
SPORT EDUCATION AND SOCIETY,SPORT EDUC SOC,1357-3322,1470-1243,2.3,2.9,SPORT SCIENCES,Q2,41/127,sport education and society,,SPORT
JOURNAL OF FAMILY PSYCHOLOGY,J FAM PSYCHOL,0893-3200,1939-1293,2.3,2.9,"PSYCHOLOGY, CLINICAL",Q2,70/180,journal of family psychology,,
Pediatrics and Neonatology,PEDIATR NEONATOL,1875-9572,2212-1692,2.3,2.4,PEDIATRICS,Q2,53/186,pediatrics and neonatology,,
Social Policy and Society,SOC POLICY SOC,1474-7464,1475-3073,2.3,2.1,SOCIAL WORK,Q1,8/91,social policy and society,,
EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY,EUR J PAEDIATR NEURO,1090-3798,1532-2130,2.3,2.6,PEDIATRICS,Q2,53/186,european journal of paediatric neurology,,
Orthopaedics & Traumatology-Surgery & Research,ORTHOP TRAUMATOL-SUR,1877-0568,1877-0568,2.3,2.7,SURGERY,Q2,79/290,orthopaedics and traumatology surgery and research,,
VIOLENCE AGAINST WOMEN,VIOLENCE AGAINST WOM,1077-8012,1552-8448,2.3,2.9,WOMENS STUDIES,Q1,9/66,violence against women,,VIOLENCE
International Journal of Strategic Communication,INT J STRATEG COMMUN,1553-118X,1553-1198,2.3,,COMMUNICATION,Q1,53/227,international journal of strategic communication,,
JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,J SOC PERS RELAT,0265-4075,1460-3608,2.3,2.6,"PSYCHOLOGY, SOCIAL",Q2,38/76,journal of social and personal relationships,,
BMC Anesthesiology,BMC ANESTHESIOL,1471-2253,1471-2253,2.3,2.6,ANESTHESIOLOGY,Q2,22/64,bmc anesthesiology,,BMC
JOURNAL OF CRYPTOLOGY,J CRYPTOL,0933-2790,1432-1378,2.3,2.6,"MATHEMATICS, APPLIED",Q1,41/331,journal of cryptology,,
European Journal of Social Theory,EUR J SOC THEORY,1368-4310,1461-7137,2.3,2.6,SOCIOLOGY,Q2,55/217,european journal of social theory,,
Journal of Progressive Human Services,J PROGRESS HUM SERV,1042-8232,1540-7616,2.3,1.8,SOCIAL WORK,Q1,8/91,journal of progressive human services,,
AGEING & SOCIETY,AGEING SOC,0144-686X,1469-1779,2.3,2.5,GERONTOLOGY,Q2,18/47,ageing and society,,AGEING
Frontiers in Political Science,FRONT POLIT SCI,,2673-3145,2.3,2.3,POLITICAL SCIENCE,Q1,75/317,frontiers in political science,,
JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,J POLICY ANAL MANAG,0276-8739,1520-6688,2.3,4.1,PUBLIC ADMINISTRATION,Q2,37/91,journal of policy analysis and management,,
Journal of International Relations and Development,J INT RELAT DEV,1408-6980,1581-1980,2.3,2.2,POLITICAL SCIENCE,Q1,75/317,journal of international relations and development,,
Mental Health and Physical Activity,MENT HEALTH PHYS ACT,1755-2966,1878-0199,2.3,3.4,"PSYCHOLOGY, CLINICAL",Q2,70/180,mental health and physical activity,,
Gender in Management,GEND MANAG,1754-2413,1754-2421,2.3,3.6,WOMENS STUDIES,Q1,9/66,gender in management,,
International Journal of Art Therapy,INT J ART THER,1745-4832,1745-4840,2.3,2.6,REHABILITATION,Q1,26/169,international journal of art therapy,,
REICE-Revista Iberoamericana sobre Calidad Eficacia y Cambio en Educacion,REICE-REV IBEROAM CA,1696-4713,1696-4713,2.3,2.3,EDUCATION & EDUCATIONAL RESEARCH,Q1,156/756,reice revista iberoamericana sobre calidad eficacia y cambio en educacion,,
RURAL SOCIOLOGY,RURAL SOCIOL,0036-0112,1549-0831,2.3,2.8,SOCIOLOGY,Q2,55/217,rural sociology,,RURAL
JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,J ORAL MAXIL SURG,0278-2391,1531-5053,2.3,2.1,"DENTISTRY, ORAL SURGERY & MEDICINE",Q2,48/157,journal of oral and maxillofacial surgery,,
European Journal of Political Economy,EUR J POLIT ECON,0176-2680,1873-5703,2.3,2.7,POLITICAL SCIENCE,Q1,75/317,european journal of political economy,,
Psychology Health & Medicine,PSYCHOL HEALTH MED,1354-8506,1465-3966,2.3,2.8,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Q2,177/403,psychology health and medicine,,
NONPROFIT AND VOLUNTARY SECTOR QUARTERLY,NONPROF VOLUNT SEC Q,0899-7640,1552-7395,2.3,3.2,SOCIAL ISSUES,Q1,14/67,nonprofit and voluntary sector quarterly,,
CHILD PSYCHIATRY & HUMAN DEVELOPMENT,CHILD PSYCHIAT HUM D,0009-398X,1573-3327,2.3,2.7,"PSYCHOLOGY, DEVELOPMENTAL",Q2,38/91,child psychiatry and human development,,CHILD
JOURNAL OF NUTRITION EDUCATION AND BEHAVIOR,J NUTR EDUC BEHAV,1499-4046,1878-2620,2.3,2.6,NUTRITION & DIETETICS,Q3,71/114,journal of nutrition education and behavior,,
MEDITERRANEAN MARINE SCIENCE,MEDITERR MAR SCI,1108-393X,,2.3,2.4,MARINE & FRESHWATER BIOLOGY,Q1,27/119,mediterranean marine science,,
Pragmatic and Observational Research,PRAGMAT OBS RES,1179-7266,1179-7266,2.3,3.1,"MEDICINE, GENERAL & INTERNAL",Q2,87/325,pragmatic and observational research,,
ZAMM-Zeitschrift fur Angewandte Mathematik und Mechanik,ZAMM-Z ANGEW MATH ME,0044-2267,1521-4001,2.3,1.8,MECHANICS,Q2,75/170,zamm zeitschrift fur angewandte mathematik und mechanik,,
Espiral-Cuadernos del Profesorado,ESPIRAL,1988-7701,1988-7701,2.3,1.6,EDUCATION & EDUCATIONAL RESEARCH,Q1,156/756,espiral cuadernos del profesorado,,
Journal of Family and Economic Issues,J FAM ECON ISS,1058-0476,1573-3475,2.3,2.8,FAMILY STUDIES,Q2,17/66,journal of family and economic issues,,
ANXIETY STRESS AND COPING,ANXIETY STRESS COPIN,1061-5806,1477-2205,2.3,3.8,"PSYCHOLOGY, MULTIDISCIPLINARY",Q2,73/218,anxiety stress and coping,,ANXIETY
Clinical Genitourinary Cancer,CLIN GENITOURIN CANC,1558-7673,1938-0682,2.3,2.3,UROLOGY & NEPHROLOGY,Q2,51/126,clinical genitourinary cancer,,
CURRENT PROBLEMS IN SURGERY,CURR PROB SURG,0011-3840,1535-6337,2.3,3.8,SURGERY,Q2,79/290,current problems in surgery,,
International Public Management Journal,INT PUBLIC MANAG J,1096-7494,1559-3169,2.3,2.8,PUBLIC ADMINISTRATION,Q2,37/91,international public management journal,,
JOURNAL OF THROMBOSIS AND THROMBOLYSIS,J THROMB THROMBOLYS,0929-5305,1573-742X,2.3,2.5,PERIPHERAL VASCULAR DISEASE,Q2,44/96,journal of thrombosis and thrombolysis,,
REVIEW OF ECONOMIC DYNAMICS,REV ECON DYNAM,1094-2025,1096-6099,2.3,2.4,ECONOMICS,Q2,174/597,review of economic dynamics,,
European Archives of Paediatric Dentistry,EUR ARCH PAEDIATR DE,1818-6300,1996-9805,2.3,2.3,"DENTISTRY, ORAL SURGERY & MEDICINE",Q2,48/157,european archives of paediatric dentistry,,
International Journal of Sport and Exercise Psychology,INT J SPORT EXERC PS,1612-197X,1557-251X,2.3,2.9,"PSYCHOLOGY, APPLIED",Q2,53/113,international journal of sport and exercise psychology,,
Seminars in Plastic Surgery,SEMIN PLAST SURG,1535-2188,1536-0067,2.3,2.9,SURGERY,Q2,79/290,seminars in plastic surgery,,
Journal of Health Economics and Outcomes Research,J HEALTH ECON OUTCOM,2327-2236,2327-2236,2.3,,HEALTH POLICY & SERVICES,Q2,52/118,journal of health economics and outcomes research,,
JOURNAL OF PUBLIC HEALTH POLICY,J PUBLIC HEALTH POL,0197-5897,1745-655X,2.3,2.9,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Q2,177/403,journal of public health policy,,
JBJS Open Access,JBJS OPEN ACCESS,,2472-7245,2.3,,SURGERY,Q2,79/290,jbjs open access,,JBJS
JOURNAL OF APPLIED BEHAVIORAL SCIENCE,J APPL BEHAV SCI,0021-8863,1552-6879,2.3,3.9,"PSYCHOLOGY, APPLIED",Q2,53/113,journal of applied behavioral science,,
Quality Technology and Quantitative Management,QUAL TECHNOL QUANT M,1684-3703,1811-4857,2.3,2.1,STATISTICS & PROBABILITY,Q1,23/168,quality technology and quantitative management,,
Triple Helix,TRIPLE HELIX-NETH,2590-0366,2197-1927,2.3,2.2,MANAGEMENT,Q3,221/401,triple helix,,
HEALTH PROMOTION INTERNATIONAL,HEALTH PROMOT INT,0957-4824,1460-2245,2.3,2.8,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Q2,177/403,health promotion international,,HEALTH
Journal of Innovative Optical Health Sciences,J INNOV OPT HEAL SCI,1793-5458,1793-7205,2.3,2.2,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",Q2,85/204,journal of innovative optical health sciences,,
Parenting-Science and Practice,PARENT-SCI PRACT,1529-5192,1532-7922,2.3,2.2,"PSYCHOLOGY, DEVELOPMENTAL",Q2,38/91,parenting science and practice,,
AMERICAN BEHAVIORAL SCIENTIST,AM BEHAV SCI,0002-7642,1552-3381,2.3,3.0,"SOCIAL SCIENCES, INTERDISCIPLINARY",Q1,43/263,american behavioral scientist,,
ASIAN PACIFIC JOURNAL OF ALLERGY AND IMMUNOLOGY,ASIAN PAC J ALLERGY,0125-877X,2228-8694,2.3,2.5,IMMUNOLOGY,Q3,135/181,asian pacific journal of allergy and immunology,,ASIAN
International Health,INT HEALTH,1876-3413,1876-3405,2.3,2.5,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Q2,177/403,international health,,
JOURNAL OF COUNSELING AND DEVELOPMENT,J COUNS DEV,0748-9633,1556-6676,2.3,2.6,"PSYCHOLOGY, APPLIED",Q2,53/113,journal of counseling and development,,
PLANT SOIL AND ENVIRONMENT,PLANT SOIL ENVIRON,1214-1178,1805-9368,2.3,2.2,AGRONOMY,Q1,31/125,plant soil and environment,,PLANT
WORLD BANK ECONOMIC REVIEW,WORLD BANK ECON REV,0258-6770,1564-698X,2.3,3.0,ECONOMICS,Q2,174/597,world bank economic review,,WORLD
EPILEPSY & BEHAVIOR,EPILEPSY BEHAV,1525-5050,1525-5069,2.3,2.5,PSYCHIATRY,Q2,131/276,epilepsy and behavior,,EPILEPSY
International Journal of Fertility & Sterility,INT J FERTIL STERIL,2008-076X,2008-0778,2.3,2.4,OBSTETRICS & GYNECOLOGY,Q2,52/136,international journal of fertility and sterility,,
Journal of Cosmetic Dermatology,J COSMET DERMATOL-US,1473-2130,1473-2165,2.3,2.5,DERMATOLOGY,Q2,41/94,journal of cosmetic dermatology,,
Journal of Economics Finance and Administrative Science,J ECON FINANC ADM SC,2077-1886,2218-0648,2.3,,ECONOMICS,Q2,174/597,journal of economics finance and administrative science,,
JOURNAL OF GUIDANCE CONTROL AND DYNAMICS,J GUID CONTROL DYNAM,0731-5090,1533-3884,2.3,2.6,INSTRUMENTS & INSTRUMENTATION,Q2,31/76,journal of guidance control and dynamics,,
KIDNEY & BLOOD PRESSURE RESEARCH,KIDNEY BLOOD PRESS R,1420-4096,1423-0143,2.3,2.5,UROLOGY & NEPHROLOGY,Q2,51/126,kidney and blood pressure research,,KIDNEY
NEW IDEAS IN PSYCHOLOGY,NEW IDEAS PSYCHOL,0732-118X,1873-3522,2.3,2.5,"PSYCHOLOGY, MULTIDISCIPLINARY",Q2,73/218,new ideas in psychology,,NEW
Global Public Health,GLOB PUBLIC HEALTH,1744-1692,1744-1706,2.3,2.7,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Q2,177/403,global public health,,
JOURNAL OF APPLIED ECONOMETRICS,J APPL ECONOMET,0883-7252,1099-1255,2.3,3.0,"SOCIAL SCIENCES, MATHEMATICAL METHODS",Q1,15/67,journal of applied econometrics,,
Journal of Trauma & Dissociation,J TRAUMA DISSOCIATIO,1529-9732,1529-9740,2.3,3.4,"PSYCHOLOGY, CLINICAL",Q2,70/180,journal of trauma and dissociation,,
SURGICAL ONCOLOGY-OXFORD,SURG ONCOL,0960-7404,1879-3320,2.3,2.5,SURGERY,Q2,79/290,surgical oncology oxford,,
Joint Commission Journal on Quality and Patient Safety,JT COMM J QUAL PATIE,1553-7250,1938-131X,2.3,2.2,HEALTH CARE SCIENCES & SERVICES,Q2,77/174,joint commission journal on quality and patient safety,,
JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,J ECON BEHAV ORGAN,0167-2681,1879-1751,2.3,2.4,ECONOMICS,Q2,174/597,journal of economic behavior and organization,,
Journal of Electronic Commerce Research,J ELECTRON COMMER RE,1526-6133,1938-9027,2.3,4.6,BUSINESS,Q3,163/302,journal of electronic commerce research,,
JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,J OCCUP ENVIRON MED,1076-2752,1536-5948,2.3,2.2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Q2,177/403,journal of occupational and environmental medicine,,
Schizophrenia Research-Cognition,SCHIZOPHR RES-COGN,2215-0013,2215-0013,2.3,,"PSYCHOLOGY, EXPERIMENTAL",Q2,34/99,schizophrenia research cognition,,
JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA,J CARDIOTHOR VASC AN,1053-0770,1532-8422,2.3,2.2,RESPIRATORY SYSTEM,Q2,50/100,journal of cardiothoracic and vascular anesthesia,,
JOURNAL OF ECONOMIC GROWTH,J ECON GROWTH,1381-4338,1573-7020,2.3,3.8,ECONOMICS,Q2,174/597,journal of economic growth,,
Therapeutics and Clinical Risk Management,THER CLIN RISK MANAG,,1178-203X,2.3,2.3,HEALTH CARE SCIENCES & SERVICES,Q2,77/174,therapeutics and clinical risk management,,
IEEE Journal of Radio Frequency Identification,IEEE J RADIO FREQ ID,,2469-7281,2.3,2.6,TELECOMMUNICATIONS,Q3,66/119,ieee journal of radio frequency identification,,IEEE
International Journal of Wine Business Research,INT J WINE BUS RES,1751-1062,1751-1070,2.3,2.3,AGRONOMY,Q1,31/125,international journal of wine business research,,
Seminars in Oncology Nursing,SEMIN ONCOL NURS,0749-2081,1878-3449,2.3,4.3,ONCOLOGY,Q3,201/322,seminars in oncology nursing,,
Abdominal Radiology,ABDOM RADIOL,2366-004X,2366-0058,2.3,2.6,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",Q2,85/204,abdominal radiology,,
Journal of Managed Care & Specialty Pharmacy,J MANAG CARE SPEC PH,2376-0540,2376-1032,2.3,2.3,PHARMACOLOGY & PHARMACY,Q3,199/354,journal of managed care and specialty pharmacy,,
Therapeutic Advances in Ophthalmology,THER ADV OPHTHALMOL,2515-8414,2515-8414,2.3,2.3,OPHTHALMOLOGY,Q2,32/95,therapeutic advances in ophthalmology,,
Clinical Epidemiology and Global Health,CLIN EPIDEMIOL GLOB,2452-0918,2213-3984,2.3,2.1,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Q2,177/403,clinical epidemiology and global health,,
JOURNAL OF CLINICAL NEUROPHYSIOLOGY,J CLIN NEUROPHYSIOL,0736-0258,1537-1603,2.3,2.1,NEUROSCIENCES,Q3,205/310,journal of clinical neurophysiology,,
JOURNAL OF ALTERNATIVE AND COMPLEMENTARY MEDICINE,J ALTERN COMPLEM MED,1075-5535,1557-7708,2.3,3.7,INTEGRATIVE & COMPLEMENTARY MEDICINE,Q2,16/43,journal of alternative and complementary medicine,,
PLANT CELL TISSUE AND ORGAN CULTURE,PLANT CELL TISS ORG,0167-6857,1573-5044,2.3,2.5,PLANT SCIENCES,Q2,98/265,plant cell tissue and organ culture,,PLANT
Studies in Economics and Finance,STUD ECON FINANC,1086-7376,1755-6791,2.3,1.9,"BUSINESS, FINANCE",Q2,83/231,studies in economics and finance,,
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART E-JOURNAL OF PROCESS MECHANICAL ENGINEERING,P I MECH ENG E-J PRO,0954-4089,2041-3009,2.3,2.2,"ENGINEERING, MECHANICAL",Q2,71/180,proceedings of the institution of mechanical engineers part e journal of process mechanical engineering,,
AMERICAN JOURNAL OF CARDIOLOGY,AM J CARDIOL,0002-9149,1879-1913,2.3,2.3,CARDIAC & CARDIOVASCULAR SYSTEMS,Q2,103/220,american journal of cardiology,,
Dose-Response,DOSE-RESPONSE,1559-3258,1559-3258,2.3,2.5,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",Q2,85/204,dose response,,
Qualitative Research in Accounting and Management,QUAL RES ACCOUNT MAN,1176-6093,1758-7654,2.3,2.4,MANAGEMENT,Q3,221/401,qualitative research in accounting and management,,
Social Network Analysis and Mining,SOC NETW ANAL MIN,1869-5450,1869-5469,2.3,2.5,"COMPUTER SCIENCE, INFORMATION SYSTEMS",Q3,133/249,social network analysis and mining,,
Leisure Studies,LEISURE STUD,0261-4367,1466-4496,2.3,3.1,"HOSPITALITY, LEISURE, SPORT & TOURISM",Q2,59/139,leisure studies,,
Rehabilitation Process and Outcome,REHABIL PROCESS OUTC,1179-5727,1179-5727,2.3,1.7,REHABILITATION,Q1,26/169,rehabilitation process and outcome,,
Current Opinion in Anesthesiology,CURR OPIN ANESTHESIO,0952-7907,1473-6500,2.3,2.8,ANESTHESIOLOGY,Q2,22/64,current opinion in anesthesiology,,
Neurology-Clinical Practice,NEUROL-CLIN PRACT,2163-0402,2163-0933,2.3,2.3,CLINICAL NEUROLOGY,Q3,146/277,neurology clinical practice,,
Thoracic Cancer,THORAC CANCER,1759-7706,1759-7714,2.3,2.8,RESPIRATORY SYSTEM,Q2,50/100,thoracic cancer,,
Asian Review of Accounting,ASIAN REV ACCOUNT,1321-7348,1758-8863,2.3,2.7,"BUSINESS, FINANCE",Q2,83/231,asian review of accounting,,
Journal of Financial Reporting,J FINANC REPORT,2380-2154,2380-2146,2.3,2.0,"BUSINESS, FINANCE",Q2,83/231,journal of financial reporting,,
Neurodegenerative Disease Management,NEURODEGENER DIS MAN,1758-2024,1758-2032,2.3,2.6,CLINICAL NEUROLOGY,Q3,146/277,neurodegenerative disease management,,
BioPsychoSocial Medicine,BIOPSYCHOSOC MED,1751-0759,1751-0759,2.3,2.5,"PSYCHOLOGY, MULTIDISCIPLINARY",Q2,73/218,biopsychosocial medicine,,
Archives of Cardiovascular Diseases,ARCH CARDIOVASC DIS,1875-2136,1875-2128,2.3,2.3,CARDIAC & CARDIOVASCULAR SYSTEMS,Q2,103/220,archives of cardiovascular diseases,,
CHILD AND ADOLESCENT PSYCHIATRIC CLINICS OF NORTH AMERICA,CHILD ADOL PSYCH CL,1056-4993,1558-0490,2.3,3.0,PSYCHIATRY,Q2,131/276,child and adolescent psychiatric clinics of north america,,CHILD
Journal of Digestive Diseases,J DIGEST DIS,1751-2972,1751-2980,2.3,3.0,GASTROENTEROLOGY & HEPATOLOGY,Q3,80/143,journal of digestive diseases,,
Journal of Environment & Development,J ENVIRON DEV,1070-4965,1552-5465,2.3,3.2,REGIONAL & URBAN PLANNING,Q3,31/54,journal of environment and development,,
ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems Part A-Civil Engineering,ASCE-ASME J RISK U A,2376-7642,2376-7642,2.3,2.4,"ENGINEERING, CIVIL",Q2,73/181,asce asme journal of risk and uncertainty in engineering systems part a civil engineering,,
Chronic Obstructive Pulmonary Diseases-Journal of the COPD Foundation,COPD-J COPD FDN,2372-952X,2372-952X,2.3,2.5,RESPIRATORY SYSTEM,Q2,50/100,chronic obstructive pulmonary diseases journal of the copd foundation,,
Methods and Protocols,METHOD PROTOCOL,,2409-9279,2.3,2.2,BIOCHEMICAL RESEARCH METHODS,Q3,52/85,methods and protocols,,
Structural Dynamics-US,STRUCT DYNAM-US,,2329-7778,2.3,2.8,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",Q2,16/40,structural dynamics us,,
Clinica y Salud,CLIN SALUD,1130-5274,2174-0550,2.3,1.6,"PSYCHOLOGY, CLINICAL",Q2,70/180,clinica y salud,,
Dermatologica Sinica,DERMATOL SIN,1027-8117,2223-330X,2.3,1.2,DERMATOLOGY,Q2,41/94,dermatologica sinica,,
EUROPEAN JOURNAL OF GASTROENTEROLOGY & HEPATOLOGY,EUR J GASTROEN HEPAT,0954-691X,1473-5687,2.3,2.2,GASTROENTEROLOGY & HEPATOLOGY,Q3,80/143,european journal of gastroenterology and hepatology,,
International Journal of Managing Projects in Business,INT J MANAG PROJ BUS,1753-8378,1753-8386,2.3,3.2,MANAGEMENT,Q3,221/401,international journal of managing projects in business,,
Operational Research,OPER RES-GER,1109-2858,1866-1505,2.3,2.4,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,Q2,42/106,operational research,,
Pulmonary Therapy,PULM THER,2364-1754,2364-1746,2.3,,RESPIRATORY SYSTEM,Q2,50/100,pulmonary therapy,,
Information Systems and E-Business Management,INF SYST E-BUS MANAG,1617-9846,1617-9854,2.3,3.6,MANAGEMENT,Q3,221/401,information systems and e business management,,
TELLUS SERIES B-CHEMICAL AND PHYSICAL METEOROLOGY,TELLUS B,1600-0889,1600-0889,2.3,2.2,METEOROLOGY & ATMOSPHERIC SCIENCES,Q3,68/110,tellus series b chemical and physical meteorology,,TELLUS
Clinical Medicine Insights-Cardiology,CLIN MED INSIGHTS-CA,1179-5468,1179-5468,2.3,3.1,CARDIAC & CARDIOVASCULAR SYSTEMS,Q2,103/220,clinical medicine insights cardiology,,
Food Additives and Contaminants Part A-Chemistry Analysis Control Exposure & Risk Assessment,FOOD ADDIT CONTAM A,1944-0049,1944-0057,2.3,2.9,TOXICOLOGY,Q3,71/106,food additives and contaminants part a chemistry analysis control exposure and risk assessment,,
Journal of Asia Business Studies,J ASIA BUS STUD,1558-7894,1559-2243,2.3,2.7,BUSINESS,Q3,163/302,journal of asia business studies,,
Journal of Theoretical Social Psychology,J THEOR SOC PSYCHOL,,2475-0387,2.3,2.2,"PSYCHOLOGY, SOCIAL",Q2,38/76,journal of theoretical social psychology,,
Global Business Review,GLOB BUS REV,0972-1509,0973-0664,2.3,2.5,MANAGEMENT,Q3,221/401,global business review,,
SAGE Open Medicine,SAGE OPEN MED,2050-3121,2050-3121,2.3,2.7,"MEDICINE, GENERAL & INTERNAL",Q2,87/325,sage open medicine,,SAGE
ARCHAEA-AN INTERNATIONAL MICROBIOLOGICAL JOURNAL,ARCHAEA,1472-3646,1472-3654,2.3,3.2,MICROBIOLOGY,Q3,109/161,archaea an international microbiological journal,,ARCHAEA
Healthcare Informatics Research,HEALTHC INFORM RES,2093-3681,2093-369X,2.3,3.0,MEDICAL INFORMATICS,Q3,31/44,healthcare informatics research,,
REVISTA CLINICA ESPANOLA,REV CLIN ESP,0014-2565,1578-1860,2.3,1.9,"MEDICINE, GENERAL & INTERNAL",Q2,87/325,revista clinica espanola,,
International Journal of Rheumatology,INT J RHEUMATOL,1687-9260,1687-9279,2.3,2.1,RHEUMATOLOGY,Q2,28/57,international journal of rheumatology,,
SEMINARS IN RESPIRATORY AND CRITICAL CARE MEDICINE,SEMIN RESP CRIT CARE,1069-3424,1098-9048,2.3,3.5,RESPIRATORY SYSTEM,Q2,50/100,seminars in respiratory and critical care medicine,,
Biomedical Reports,BIOMED REP,2049-9434,2049-9442,2.3,2.0,"MEDICINE, RESEARCH & EXPERIMENTAL",Q3,112/189,biomedical reports,,
DISEASES OF THE ESOPHAGUS,DIS ESOPHAGUS,1120-8694,1442-2050,2.3,2.7,GASTROENTEROLOGY & HEPATOLOGY,Q3,80/143,diseases of the esophagus,,
INFORMS JOURNAL ON COMPUTING,INFORMS J COMPUT,1091-9856,1526-5528,2.3,2.6,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,Q2,42/106,informs journal on computing,,INFORMS
Journal of Entrepreneurship Management and Innovation,J ENTREP MANAG INNOV,2299-7075,2299-7326,2.3,1.8,BUSINESS,Q3,163/302,journal of entrepreneurship management and innovation,,
CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS,CLIN APPL THROMB-HEM,1076-0296,1938-2723,2.3,2.4,PERIPHERAL VASCULAR DISEASE,Q2,44/96,clinical and applied thrombosis hemostasis,,
FOOD TECHNOLOGY AND BIOTECHNOLOGY,FOOD TECHNOL BIOTECH,1330-9862,1334-2606,2.3,3.8,FOOD SCIENCE & TECHNOLOGY,Q3,99/173,food technology and biotechnology,,FOOD
Frontiers in Reproductive Health,FRONT REPROD HEALTH,,2673-3153,2.3,2.3,REPRODUCTIVE BIOLOGY,Q3,23/39,frontiers in reproductive health,,
IEEE Transactions on Components Packaging and Manufacturing Technology,IEEE T COMP PACK MAN,2156-3950,2156-3985,2.3,2.1,"MATERIALS SCIENCE, MULTIDISCIPLINARY",Q3,275/438,ieee transactions on components packaging and manufacturing technology,,IEEE
