JCR_Position,Name,JCR Year,Abbr Name,Publisher,ISSN,EISSN,Total Cites,Total Articles,Citable Items,Cited Half-Life,Citing Half-Life,JIF,JIF5Years,JIF_NoSelfCite,JCI,Area,Rank,Normalized Journal,Journal_Abbreviation,SJR_Score,SJR_Quartile,H_Index,SJR_Categories,SJR_Areas
20371.0,Journal of Historic Buildings and Places,2024.0,J HIST BLDG PLACES,ANCIENT MONUMENTS SOC,2753-2453,,2.0,6.0,6.0,,47.5,0.1,0.1,,0.07,,,journal of historic buildings and places,J. Hist. Bldg. Places,,,,,
20371.0,Journal of Pediatric Epilepsy,2024.0,J PEDIATR EPILEPSY,GEORG THIEME VERLAG KG,2146-457X,2146-4588,60.0,16.0,17.0,,11.9,0.1,0.1,0.1,0.07,Q4,181/191,journal of pediatric epilepsy,J. Pediatr. Epilepsy,,,,,
20371.0,Journal of Structured Finance,2024.0,J STRUCT FINANC,PAGEANT MEDIA LTD,1551-9783,2374-1325,56.0,0.0,0.0,,,0.1,0.1,0.1,0.07,Q4,233/241,journal of structured finance,J. Struct. Financ.,0.255,Q3,5.0,Finance (Q3),"Economics, Econometrics and Finance"
20371.0,Journal of the Australasian Tax Teachers Association,2024.0,J AUSTRALAS TAX TEAC,AUSTRALASIAN TAX TEACHERS ASSOC,1832-911X,1832-911X,20.0,0.0,0.0,,,0.1,0.2,0.1,0.07,Q4,601/617,journal of the australasian tax teachers association,J. Australas. Tax Teac.,0.109,Q4,4.0,Accounting (Q4); Finance (Q4); Law (Q4),"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
20371.0,Khazar Journal of Humanities and Social Sciences,2024.0,KHAZAR J HUMANITIES,KHAZAR UNIV,2223-2613,2223-2621,65.0,24.0,24.0,,11.3,0.1,0.2,0.1,0.07,Q4,244/271,khazar journal of humanities and social sciences,Khazar J. Humanities,,,,,
20371.0,Kultur-Revista Interdisciplinaria sobre la Cultura de la Ciutat,2024.0,KULTUR,UNIV JAUME I,2386-5458,2386-5458,17.0,17.0,17.0,,7.3,0.1,0.1,0.1,0.07,,,kultur revista interdisciplinaria sobre la cultura de la ciutat,Kultur,,,,,
20371.0,Linhas Criticas,2024.0,LINHAS CRITICAS,UNIV BRASILIA,1516-4896,1981-0431,56.0,20.0,22.0,,8.2,0.1,,0.1,0.07,Q4,700/756,linhas criticas,Linhas Criticas,,,,,
20371.0,Logos & Pneuma-Chinese Journal of Theology,2024.0,LOGOS PNEUMA-CHIN J,LOGOS & PNEUMA PRESS,1023-2583,,35.0,23.0,23.0,,23.9,0.1,0.1,,0.07,,,logos and pneuma chinese journal of theology,Logos Pneuma-Chin. J.,0.101,Q4,3.0,Religious Studies (Q4),Arts and Humanities
20371.0,Medizinhistorisches Journal,2024.0,MEDIZINHISTORICHES J,FRANZ STEINER VERLAG GMBH,0025-8431,1611-4477,95.0,9.0,9.0,,37.7,0.1,0.5,0.1,0.07,Q4,100/112,medizinhistorisches journal,Medizinhistoriches. J.,0.126,Q4,13.0,History and Philosophy of Science (Q4); Medicine (miscellaneous) (Q4),Arts and Humanities; Medicine
20371.0,Myrtia,2024.0,MYRTIA,UNIV MURCIA,0213-7674,1989-4619,34.0,13.0,13.0,,26.6,0.1,0.1,0.1,0.07,,,myrtia,Myrtia,,,,,
20371.0,Nephrologie,2024.0,NEPHROLOGIE,SPRINGER HEIDELBERG,2731-7463,2731-7471,94.0,30.0,56.0,,5.7,0.1,0.1,0.1,0.07,Q4,133/133,nephrologie,Nephrologie,,,,,
20371.0,Nietzsche-Studien,2024.0,NIETZSCHE-STUD,WALTER DE GRUYTER GMBH,0342-1422,1613-0790,79.0,17.0,17.0,,18.4,0.1,,0.1,0.07,,,nietzsche studien,Nietzsche-Stud.,0.127,Q3,14.0,Philosophy (Q3),Arts and Humanities
20371.0,PHLEBOLOGIE,2024.0,PHLEBOLOGIE,GEORG THIEME VERLAG KG,0939-978X,2567-5826,191.0,18.0,19.0,9.1,8.8,0.1,0.4,0.1,0.07,Q4,98/98,phlebologie,Phlebologie,0.249,Q3,28.0,Cardiology and Cardiovascular Medicine (Q3),Medicine
20371.0,Plaridel,2024.0,PLARIDEL,UNIV PHILIPPINES DILIMAN,1656-2534,1656-2534,47.0,13.0,15.0,,8.5,0.1,0.3,0.1,0.07,Q4,216/227,plaridel,Plaridel,0.136,Q4,4.0,Communication (Q4),Social Sciences
20371.0,Plura-Revista de Estudos de Religiao,2024.0,PLURA,ASSOC BRASILEIRA HISTORIA RELIGIOES-ABHR,2179-0019,2179-0019,12.0,56.0,57.0,,14.6,0.1,0.1,0.1,0.07,,,plura revista de estudos de religiao,Plura,,,,,
20371.0,Quaderns-Revista de Traduccio,2024.0,QUADERNS,UNIV AUTONOMA BARCELONA,1138-5790,2014-9735,90.0,19.0,19.0,,12.7,0.1,0.3,0.1,0.07,,,quaderns revista de traduccio,Quaderns,,,,,
20371.0,Radovi Instituta za Povijest Umjetnosti-Journal of the Institute of Art History,2024.0,RADOVI I POVIJEST UM,INST POVIJEST UMJETNOSTI-INST ART HISTORY,0350-3437,1845-4534,43.0,0.0,0.0,,,0.1,0.1,0.1,0.07,,,radovi instituta za povijest umjetnosti journal of the institute of art history,Radovi I. Povijest Um.,,,,,
20371.0,Revista 180,2024.0,REV 180,UNIV DIEGO PORTALES,0718-2309,0718-2309,27.0,18.0,18.0,,13.2,0.1,0.2,0.1,0.07,,,revista 180,Rev. 180,0.206,Q1,7.0,Visual Arts and Performing Arts (Q1); Architecture (Q2); Urban Studies (Q3),Arts and Humanities; Engineering; Social Sciences
20371.0,Revista da Anpoll,2024.0,REV ANPOLL,ASSOC NAC POS-GRADUACAO PESQUISA LETRAS & LINGUISTICA,1414-7564,1982-7830,43.0,28.0,29.0,,16.6,0.1,0.1,0.1,0.07,,,revista da anpoll,Rev. Anpoll,,,,,
20371.0,Revista Latinoamericana de Estudios de Familia,2024.0,REV LATINOAM ESTUD F,UNIV CALDAS,2145-6445,2215-8758,36.0,8.0,8.0,,9.7,0.1,0.2,,0.07,Q4,65/66,revista latinoamericana de estudios de familia,Rev. Latinoam. Estud. F.,,,,,
20371.0,Revista Praxis Educacional,2024.0,REV PRAX EDUC,UNIV ESTADUAL SUDOESTE BAHIA,1809-0249,2178-2679,92.0,52.0,52.0,,8.2,0.1,0.1,0.1,0.07,Q4,700/756,revista praxis educacional,Rev. Prax. Educ.,,,,,
20371.0,Revue General de Droit,2024.0,REV GEN DROIT,"UNIV OTTAWA, FAC LAW",0035-3086,0035-3086,48.0,0.0,0.0,,,0.1,0.1,0.1,0.07,Q4,363/434,revue general de droit,Rev. Gen. Droit,,,,,
20371.0,Rivista di Psicolinguistica Applicata-Journal of Applied Psycholinguistics,2024.0,RIV PSICOLINGUIST AP,FABRIZIO SERRA EDITORE,1592-1328,1724-0646,40.0,5.0,5.0,,13.2,0.1,0.2,0.1,0.07,Q4,288/303,rivista di psicolinguistica applicata journal of applied psycholinguistics,Riv. Psicolinguist. Ap.,,,,,
20371.0,Sigmae,2024.0,SIGMAE,UNIV FEDERAL ALFENAS,2317-0840,2317-0840,33.0,63.0,63.0,,11.2,0.1,0.1,,0.07,Q4,477/483,sigmae,Sigmae,,,,,
20371.0,Studii de Lingvistica,2024.0,STUD LINGVIST,EDITURA UNIV ORADEA,2248-2547,2284-5437,16.0,9.0,11.0,,8.3,0.1,0.1,0.1,0.07,,,studii de lingvistica,Stud. Lingvist.,0.163,Q2,3.0,Linguistics and Language (Q2),Social Sciences
20371.0,Sztuka i Dokumentacja-Art & Documentation,2024.0,SZT DOK,ACAD FINE ARTS GDANSK,2080-413X,2080-413X,9.0,11.0,11.0,,22.2,0.1,,0.1,0.07,,,sztuka i dokumentacja art and documentation,Szt. Dok.,,,,,
20371.0,Temida,2024.0,TEMIDA,VICTIMOLOGY SOC SERBIA EUROPEAN MOVEMENT SERBIA,1450-6637,1450-6637,70.0,12.0,12.0,,14.1,0.1,0.2,,0.07,Q4,108/111,temida,Temida,,,,,
20371.0,Teoliteraria-Revista Brasileira de Literaturas e Teologias,2024.0,TEOLITERARIA,PONTIFICIA UNIV CATOLICA SAO PAULO-PUC-SP,2236-9937,2236-9937,22.0,11.0,11.0,,18.1,0.1,0.1,0.1,0.07,,,teoliteraria revista brasileira de literaturas e teologias,Teoliteraria,,,,,
20371.0,Travmatologiya i ortopediya Rossii,2024.0,TRAVMATOL ORTOP ROSS,VREDEN RUSSIAN RESEARCH INST TRAUMATOLOGY & ORTHOPEDICS,2311-2905,2311-2905,99.0,50.0,57.0,,7.2,0.1,0.2,0.1,0.07,Q4,138/139,travmatologiya i ortopediya rossii,Travmatol. Ortop. Ross.,0.142,Q4,5.0,Microbiology (medical) (Q4); Oncology (Q4); Orthopedics and Sports Medicine (Q4); Rehabilitation (Q4),Medicine
20371.0,Uni-pluriversidad,2024.0,UNI-PLURIVERSIDAD,"UNIV ANTIOQUIA,GRUPO CHHES",1657-4249,2665-2730,42.0,0.0,0.0,,,0.1,0.2,0.1,0.07,Q4,700/756,uni pluriversidad,Uni-Pluriversidad,,,,,
20371.0,Veredas do Direito,2024.0,VEREDAS DIREITO,ESCOLA SUPERIOR DOM HELDER CAMARA,1806-3845,2179-8699,65.0,40.0,40.0,,8.9,0.1,0.2,,0.07,Q4,363/434,veredas do direito,Veredas Direito,0.152,Q3,4.0,"Law (Q3); Management, Monitoring, Policy and Law (Q4)",Environmental Science; Social Sciences
20371.0,VERIFICHE,2024.0,VERIFICHE,ASSOC TRENTINA SCI UMANE,0391-4186,,20.0,0.0,0.0,,,0.1,0.1,0.1,0.07,,,verifiche,Verifiche,0.101,Q4,4.0,Philosophy (Q4),Arts and Humanities
20371.0,Vestnik Tomskogo Gosudarstvennogo Universiteta-Pravo-Tomsk State University Journal of Law,2024.0,VESTN TOSK GOS U-PR,TOMSK STATE UNIV,2225-3513,2311-3693,24.0,46.0,46.0,,9.8,0.1,,,0.07,Q4,363/434,vestnik tomskogo gosudarstvennogo universiteta pravo tomsk state university journal of law,Vestn. Tosk. Gos. U.-Pr.,,,,,
20371.0,Acta Brasiliensis,2024.0,ACTA BRAS,UNIV FEDERAL CAMPINA GRANDE,2526-432X,2526-4338,47.0,0.0,0.0,,,0.1,0.3,0.1,0.06,Q4,90/94,acta brasiliensis,Acta Bras.,,,,,
20371.0,Acta Medico-Historica Adriatica,2024.0,ACTA MED-HIST ADRIAT,CROATIAN SCIENTIFIC SOC HISTORY HEALTH CULTURE,1334-4366,1334-6253,82.0,3.0,7.0,,22.1,0.1,0.2,0.1,0.06,Q4,100/112,acta medico historica adriatica,Acta Med.-Hist. Adriat.,,,,,
20371.0,Acta Pediatrica de Mexico,2024.0,ACTA PEDIATR MEX,INST NAC PEDIATRIA,0186-2391,2395-8235,115.0,70.0,76.0,7.6,8.0,0.1,0.2,0.1,0.06,Q4,181/191,acta pediatrica de mexico,Acta Pediatr. Mex.,0.116,Q4,8.0,"Pediatrics, Perinatology and Child Health (Q4)",Medicine
20371.0,African Disability Rights Yearbook,2024.0,AFR DISABIL RIGHTS Y,PRETORIA UNIV LAW PRESS,2311-8970,2311-8970,30.0,0.0,0.0,,,0.1,0.1,0.1,0.06,Q4,363/434,african disability rights yearbook,Afr. Disabil. Rights Y.,,,,,
20371.0,Amme Idaresi Dergisi,2024.0,AMME IDARESI DERG,ANKARA HACI BAYRAM VELI UNIV,1300-1795,1300-1795,65.0,28.0,28.0,,14.6,0.1,0.1,0.1,0.06,Q4,89/90,amme idaresi dergisi,Amme Idaresi Derg.,0.166,Q3,7.0,Sociology and Political Science (Q3); Public Administration (Q4),Social Sciences
20371.0,Anesthesie & Reanimation,2024.0,ANESTH REANIM,"ELSEVIER MASSON, CORP OFF",2352-5800,2352-5819,159.0,52.0,54.0,6.4,6.7,0.1,0.2,0.1,0.06,Q4,65/68,anesthesie and reanimation,Anesth. Reanim.,,,,,
20371.0,ArcHistoR-Architecture History Restoration,2024.0,ARCHISTOR-ARCHIT HIS,UNIV MEDITERRANEA REGGIO CALABRIA,2384-8898,2384-8898,30.0,19.0,19.0,,23.6,0.1,0.1,0.1,0.06,,,archistor architecture history restoration,Archistor-Archit. His.,,,,,
20371.0,Belphegor,2024.0,BELPHEGOR,"DALHOUSIE UNIV, DEPT FRENCH",1499-7185,1499-7185,23.0,25.0,25.0,,13.1,0.1,0.1,0.1,0.06,,,belphegor,Belphegor,,,,,
20371.0,Bulletin KNOB,2024.0,BULL KNOB,KONINKLIJKE NEDERLANDSE OUDHEIDKUNDIGE BOND-KNOB,0166-0470,2589-3343,23.0,7.0,7.0,,25.3,0.1,0.2,0.1,0.06,,,bulletin knob,Bull. Knob,,,,,
20371.0,Cartagine-Studi e Ricerche,2024.0,CARTAGINE,UNIV STUDI CAGLIARI,2532-3563,2532-1110,17.0,17.0,17.0,,17.7,0.1,0.2,,0.06,,,cartagine studi e ricerche,Cartagine,,,,,
20371.0,CEYLON MEDICAL JOURNAL,2024.0,CEYLON MED J,SRI LANKA MEDICAL ASSOC,0009-0875,0009-0875,364.0,10.0,10.0,11.1,6.3,0.1,0.5,0.1,0.06,Q4,305/332,ceylon medical journal,Ceylon Med. J.,,,,,
20371.0,Cuadernos de Documentacion Multimedia,2024.0,CUAD DOC MULTIMED,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES",1575-9733,1575-9733,35.0,7.0,7.0,,9.5,0.1,0.4,0.1,0.06,Q4,154/166,cuadernos de documentacion multimedia,Cuad. Doc. Multimed.,,,,,
20371.0,Cuadernos de Rusistica Espanola,2024.0,CUAD RUS ESP,EDITORIAL UNIV GRANADA,1698-322X,2340-8146,29.0,19.0,19.0,,19.3,0.1,0.2,,0.06,,,cuadernos de rusistica espanola,Cuad. Rus. Esp.,,,,,
20371.0,DOKLADY NATSIONALNOI AKADEMII NAUK BELARUSI,2024.0,DOKL NAN BELARUSI,BELARUSKAYA NAVUKA,1561-8323,2524-2431,79.0,47.0,47.0,,13.6,0.1,0.1,0.1,0.06,Q4,124/135,doklady natsionalnoi akademii nauk belarusi,Dokl. Nan. Belarusi,,,,,
20371.0,Eksplorium-Buletin Pusat Teknologi Bahan Galian Nuklir,2024.0,EKSPLORIUM,PUSAT TEKNOLOGI BAHAN GALIAN NUKLIR-BATAN,0854-1418,0854-1418,21.0,5.0,5.0,,7.4,0.1,0.1,0.1,0.06,Q4,61/61,eksplorium buletin pusat teknologi bahan galian nuklir,Eksplorium,,,,,
20371.0,Endoxa-Series Filosoficas,2024.0,ENDOXA-SER-FILOS,UNIV NACL EDUCACION & DISTANCIA-UNED,1133-5351,2174-5676,42.0,33.0,33.0,,19.1,0.1,0.1,0.1,0.06,,,endoxa series filosoficas,Endoxa-Ser.-Filos.,,,,,
20371.0,Enunciacion,2024.0,ENUNCIACION,UNIV DISTRITAL FRANCISCO JOSE CALDAS,0122-6339,2248-6798,61.0,18.0,18.0,,6.9,0.1,0.3,0.1,0.06,Q4,700/756,enunciacion,Enunciacion,,,,,
20371.0,Espacio Tiempo y Educacion,2024.0,ESPACIO TIEMPO EDUC,FAHRENHOUSE,2340-7263,2340-7263,56.0,0.0,0.0,,,0.1,0.3,0.1,0.06,Q4,700/756,espacio tiempo y educacion,Espacio Tiempo Educ.,,,,,
20371.0,Estudios-Centro de Estudios Avanzados-Universidad Nacional de Cordoba,2024.0,ESTUD-CENT ESTUD AV-,"UNIV NAC CORDOBA, CENTRO ESTUDIOS AVANZADOS",0328-185X,1852-1568,17.0,14.0,14.0,,11.3,0.1,0.1,0.1,0.06,Q4,124/135,estudios centro de estudios avanzados universidad nacional de cordoba,Estud.-Cent. Estud. Av.-,,,,,
20371.0,ETD Educacao Tematica Digital,2024.0,ETD EDUC TEMAT DIGIT,"UNIV ESTADUAL CAMPINAS, FAC EDUCACAO",1676-2592,1676-2592,111.0,64.0,66.0,5.9,10.4,0.1,0.2,0.1,0.06,Q4,700/756,etd educacao tematica digital,Etd Educ. Temat. Digit.,,,,,
20371.0,European Journal of Transformation Studies,2024.0,EUR J TRANSFORM STUD,IVANE JAVAKHISHVILI TBILISI STATE UNIV,2298-0997,2298-0997,24.0,9.0,9.0,,7.8,0.1,0.2,0.1,0.06,Q4,297/322,european journal of transformation studies,Eur. J. Transform. Stud.,,,,,
20371.0,Formath,2024.0,FORMATH,FORMATH RESEARCH GROUP,,2188-5729,23.0,5.0,5.0,,8.1,0.1,0.2,0.1,0.06,Q4,91/92,formath,Formath,,,,,
20371.0,Gragoata-UFF,2024.0,GRAGOATA-UFF,UNIV FEDERAL FLUMINENSE,1413-9073,2358-4114,47.0,40.0,40.0,,17.6,0.1,0.1,0.1,0.06,,,gragoata uff,Gragoata-Uff,,,,,
20371.0,H-ermes-Journal of Communication,2024.0,H-ERMES,UNIV STUDI SALENTO,2284-0753,2284-0753,21.0,17.0,19.0,,11.0,0.1,0.1,0.1,0.06,Q4,216/227,h ermes journal of communication,H-Ermes,,,,,
20371.0,INDEX ON CENSORSHIP,2024.0,INDEX CENSORSHIP,SAGE PUBLICATIONS LTD,0306-4220,1746-6067,160.0,66.0,66.0,18.0,,0.1,0.1,0.1,0.06,,,index on censorship,Index Censorship,0.103,Q4,11.0,History (Q4); Philosophy (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4),Arts and Humanities; Social Sciences
20371.0,Indian Journal of Otology,2024.0,INDIAN J OTOL,WOLTERS KLUWER MEDKNOW PUBLICATIONS,0971-7749,2249-9520,199.0,44.0,47.0,8.4,13.3,0.1,0.2,0.1,0.06,Q4,64/67,indian journal of otology,Indian J. Otol.,0.231,Q3,12.0,Otorhinolaryngology (Q3),Medicine
20371.0,ItinerArios-Revista de Literatura,2024.0,ITINERARIOS,UNIV ESTADUAL PAULISTA-UNESP,0103-815X,,52.0,40.0,40.0,,13.5,0.1,0.1,0.1,0.06,,,itinerarios revista de literatura,Itinerarios,,,,,
20371.0,Lengua y Habla,2024.0,LENG HABL,UNIV LOS ANDES,2244-811X,2244-811X,40.0,18.0,18.0,,13.5,0.1,0.2,,0.06,,,lengua y habla,Leng. Habl.,0.12,Q3,7.0,Linguistics and Language (Q3),Social Sciences
20371.0,Lesnoy Zhurnal-Forestry Journal,2024.0,LESNOY ZH,NORTHERN ARCTIC FEDERAL UNIV M V LOMONOSOV,0536-1036,0536-1036,129.0,90.0,92.0,5.1,13.0,0.1,0.2,0.1,0.06,Q4,91/92,lesnoy zhurnal forestry journal,Lesnoy Zh.,,,,,
20371.0,Ljetopis Socijalnog Rada,2024.0,LJETOP SOC RADA,UNIV ZAGREB FAC LAW DEPT SOCIAL WORK,1846-5412,1846-5412,61.0,5.0,6.0,,10.0,0.1,0.2,0.1,0.06,Q4,92/94,ljetopis socijalnog rada,Ljetop. Soc. Rada,0.133,Q4,11.0,Developmental and Educational Psychology (Q4); Education (Q4); Social Work (Q4); Sociology and Political Science (Q4),Psychology; Social Sciences
20371.0,NURSING HISTORY REVIEW,2024.0,NURS HIST REV,PENN STATE UNIV PRESS,1062-8061,1938-1913,82.0,6.0,7.0,,23.4,0.1,0.2,,0.06,Q3,363/538,nursing history review,Nurs. Hist. Rev.,0.101,Q4,14.0,Nursing (miscellaneous) (Q4),Nursing
20371.0,PAEDIATRIE UND PAEDOLOGIE,2024.0,PADIATR PADOL,SPRINGER WIEN,0030-9338,1613-7558,52.0,43.0,44.0,,6.8,0.1,0.1,0.1,0.06,Q4,181/191,paediatrie und paedologie,Padiatr. Padol.,,,,,
20371.0,Philologica Jassyensia,2024.0,PHILOL JASSYENSIA,EDITURA TRACUS ARTE,1841-5377,2247-8353,24.0,43.0,44.0,,25.3,0.1,,0.1,0.06,,,philologica jassyensia,Philol. Jassyensia,,,,,
20371.0,Philosophiques,2024.0,PHILOSOPHIQUES,EDITIONS BELLARMIN,0316-2923,1492-1391,44.0,0.0,0.0,,,0.1,0.1,0.1,0.06,,,philosophiques,Philosophiques,,,,,
20371.0,Policija i Sigurnost-Police and Security,2024.0,POLIC SIGUR,"MINISTRY INTERIOR REPUBLIC CROATIA, POLICE ACAD",1330-0229,1848-428X,40.0,31.0,31.0,,10.0,0.1,0.1,,0.06,Q4,108/111,policija i sigurnost police and security,Polic. Sigur.,,,,,
20371.0,Politica Economica,2024.0,POLITI ECON,SOC ED IL MULINO,1120-9496,1973-8218,45.0,0.0,0.0,,,0.1,0.3,0.1,0.06,Q4,601/617,politica economica,Politi. Econ.,0.157,Q3,10.0,Political Science and International Relations (Q3); Economics and Econometrics (Q4),"Economics, Econometrics and Finance; Social Sciences"
20371.0,Research in Marine Sciences,2024.0,RES MAR SCI,ARMAN DARYA INC,2538-5542,2538-2705,24.0,17.0,22.0,,10.6,0.1,0.2,0.1,0.06,Q4,119/119,research in marine sciences,Res. Mar. Sci.,,,,,
20371.0,Revista de Estudos Constitucionais Hermeneutica e Teoria do Direito-RECHTD,2024.0,REV ESTUD CONST HERM,UNIV VALE DORIO SINOS-UNISINOS,,2175-2168,32.0,22.0,22.0,,17.3,0.1,0.1,,0.06,Q4,363/434,revista de estudos constitucionais hermeneutica e teoria do direito rechtd,Rev. Estud. Const. Herm.,,,,,
20371.0,Revue Archeologique du Centre de la France,2024.0,REV ARCHEOL CENT FR,FED EDITION REVUE ARCHEOLOGIQUE CENTRE FRANCE,1951-6207,1951-6207,19.0,8.0,8.0,,38.5,0.1,,,0.06,,,revue archeologique du centre de la france,Rev. Archeol. Cent. Fr.,,,,,
20371.0,Revue Cirkevniho Prava-Church Law Review,2024.0,REV CIRKEV PRAVA,SPOLECNOST CIRKEVNI PRAVO,1211-1635,2336-5609,8.0,14.0,14.0,,27.7,0.1,0.1,0.1,0.06,,,revue cirkevniho prava church law review,Rev. Cirkev. Prava,,,,,
20371.0,REVUE DE L ART,2024.0,REV ART,EDITIONS C N R S,0035-1326,,35.0,10.0,10.0,,52.5,0.1,,,0.06,,,revue de l art,Rev. Art,,,,,
20371.0,Rivista Italiana di Filosofia del Linguaggio,2024.0,RIV ITAL FILOS LINGU,UNIV STUDI CALABRIA,2036-6728,2036-6728,59.0,45.0,45.0,,14.5,0.1,0.2,0.1,0.06,,,rivista italiana di filosofia del linguaggio,Riv. Ital. Filos. Lingu.,,,,,
20371.0,Scottish Archaeological Journal,2024.0,SCOTT ARCHAEOL J,EDINBURGH UNIV PRESS,1471-5767,1755-2028,7.0,6.0,6.0,,20.3,0.1,0.1,,0.06,,,scottish archaeological journal,Scott. Archaeol. J.,0.101,Q4,6.0,Archeology (Q4); Archeology (arts and humanities) (Q4); Cultural Studies (Q4),Arts and Humanities; Social Sciences
20371.0,SisyphusJournal of Education,2024.0,SISYPHUS-J EDUC,INST EDUCACAO UNIV LISBOA,2182-8474,2182-9640,52.0,20.0,21.0,,9.4,0.1,,0.1,0.06,Q4,700/756,sisyphusjournal of education,Sisyphus-J. Educ.,,,,,
20371.0,SOCIETES,2024.0,SOCIETES,DE BOECK UNIV,0765-3697,1782-155X,64.0,30.0,30.0,,21.4,0.1,0.1,0.1,0.06,,,societes,Societes,0.115,Q3,7.0,Arts and Humanities (miscellaneous) (Q3); Demography (Q4); Sociology and Political Science (Q4),Arts and Humanities; Social Sciences
20371.0,STAPS-Sciences et Techniques des Activites Physiques et Sportives,2024.0,STAPS-SCI TECH ACT P,DE BOECK UNIV,0247-106X,1782-1568,151.0,27.0,27.0,9.9,11.5,0.1,0.3,0.1,0.06,Q4,244/271,staps sciences et techniques des activites physiques et sportives,Staps-Sci. Tech. Act. P.,,,,,
20371.0,Techniques in Foot and Ankle Surgery,2024.0,TECH FOOT ANKLE SURG,LIPPINCOTT WILLIAMS & WILKINS,1536-0644,1538-1943,116.0,37.0,37.0,9.6,10.0,0.1,0.2,0.1,0.06,Q4,138/139,techniques in foot and ankle surgery,Tech. Foot Ankle Surg.,0.193,Q3,20.0,Surgery (Q3); Orthopedics and Sports Medicine (Q4),Medicine
20371.0,Transplant Research and Risk Management,2024.0,TRANSPL RES RISK MAN,DOVE MEDICAL PRESS LTD,1179-1616,1179-1616,45.0,1.0,2.0,,,0.1,0.8,0.1,0.06,Q4,31/31,transplant research and risk management,Transpl. Res. Risk Man.,0.166,Q4,8.0,"Statistics, Probability and Uncertainty (Q4); Transplantation (Q4)",Decision Sciences; Medicine
20371.0,Urdimento-Revista de Estudos em Artes Cenicas,2024.0,URDIMENTO,UNIV ESTADO SANTA CATARINA-UDESC,1414-5731,2358-6958,49.0,97.0,97.0,,9.5,0.1,0.1,,0.06,,,urdimento revista de estudos em artes cenicas,Urdimento,,,,,
20371.0,Visnyk NTUU KPI Seriia-Radiotekhnika Radioaparatobuduvannia,2024.0,VISNYK NTUU KPI SER-,"NATL TECHNICAL UNIV UKRAINE, KYIV POLYTECHNIC INST",2310-0389,2310-0389,15.0,31.0,31.0,,6.7,0.1,,0.1,0.06,Q4,366/366,visnyk ntuu kpi seriia radiotekhnika radioaparatobuduvannia,Visnyk Ntuu Kpi Ser.-,,,,,
20371.0,VLAAMS DIERGENEESKUNDIG TIJDSCHRIFT,2024.0,VLAAMS DIERGEN TIJDS,UNIV GHENT,0303-9021,0303-9021,225.0,33.0,34.0,10.6,11.8,0.1,0.3,0.1,0.06,Q4,166/170,vlaams diergeneeskundig tijdschrift,Vlaams Diergen. Tijds.,0.153,Q4,21.0,Veterinary (miscellaneous) (Q4),Veterinary
20371.0,World of Medicine and Biology,2024.0,WORLD MED BIOL,SCIENTIFIC SOC ANATOMISTS HISTOLOGISTS & EMBRYOLOGISTS UKRAINE,2079-8334,2079-8334,152.0,192.0,195.0,3.5,4.6,0.1,0.1,,0.06,Q4,191/195,world of medicine and biology,World Med. Biol.,,,,,
20371.0,Yuyan Kexue-Linguistic Sciences,2024.0,YUYAN KEXUE,SCIENCE PRESS,1671-9484,1671-9484,80.0,49.0,49.0,,17.9,0.1,0.1,0.1,0.06,,,yuyan kexue linguistic sciences,Yuyan Kexue,,,,,
20371.0,Argumentos-Revista de Filosofia,2024.0,ARGUMENTOS,"UNIV FEDERAL CEARA, GEOGRAPHY POSGRADUATE PROGRAM",1984-4247,1984-4255,85.0,65.0,66.0,,19.3,0.1,0.1,0.1,0.05,,,argumentos revista de filosofia,Argumentos,,,,,
20371.0,Atalante-Revista de Estudios Cinematograficos,2024.0,ATALANTE,ASOC CINEFORUM L ATALANTE,1885-3730,2340-6992,37.0,20.0,20.0,,14.0,0.1,0.1,0.1,0.05,,,atalante revista de estudios cinematograficos,Atalante,,,,,
20371.0,Australasian Agribusiness Review,2024.0,AUSTRALAS AGRIBUS RE,"UNIV NEW ENGLAND,UNE BUSINESS SCH, CTR AGRIBUSINESS",1833-5675,1442-6951,50.0,1.0,3.0,,,0.1,0.4,,0.05,Q4,42/43,australasian agribusiness review,Australas. Agribus. Re.,,,,,
20371.0,Bresil-s,2024.0,BRESIL-S,"ECOLE HAUTES ETUDES & SCI SOC, CENTRE RECHERCHES BRESIL CONTEMP",2257-0543,2425-231X,6.0,32.0,32.0,,14.6,0.1,,0.1,0.05,Q4,162/182,bresil s,Bresil-S,,,,,
20371.0,Bulletin de la Societe Linneenne de Lyon,2024.0,B SOC LINN LYON,SOC LINNEENNE LYON,2554-5280,,165.0,16.0,16.0,42.7,43.8,0.1,0.2,0.1,0.05,Q4,106/107,bulletin de la societe linneenne de lyon,B. Soc. Linn. Lyon,,,,,
20371.0,Chronica Nova,2024.0,CHRON NOVA,UNIV GRANADA,0210-9611,2445-1908,117.0,17.0,17.0,16.5,22.6,0.1,0.2,0.1,0.05,Q3,363/538,chronica nova,Chron. Nova,,,,,
20371.0,Clio America,2024.0,CLIO AM,UNIV MAGDALENA,1909-941X,2389-7848,36.0,6.0,10.0,,3.7,0.1,0.2,0.1,0.05,Q4,309/316,clio america,Clio Am.,,,,,
